aday_id,yorunge_periyodu_gun,transit_suresi_saat,transit_derinligi_ppm,gezegen_yaricap_dunya,yildiz_sicakligi_K,yildiz_yaricap_gunes,denge_sicakligi_K,sinyal_gurultu_orani,yasanabilir_bolge,gercek_gezegen,durum
K02563.01,23.4772553,6.735,141.4,1.34,6384.0,1.121,738.0,17.6,False,True,Gerçek Gezegen
K02564.01,66.5576728,10.532,214.2,4.96,5734.0,3.405,757.0,21.3,False,True,Gerçek Gezegen
K02565.01,2.01948607,5.248,275.4,2.15,5884.0,0.944,1430.0,27.9,False,False,Yanlış Pozitif
K02566.01,3.04468229,5.951,71.4,0.86,5575.0,0.98,1244.0,22.2,False,False,Yanlış Pozitif
K02642.01,15.05028313,1.848,615.2,2.46,5887.0,0.989,735.0,13.4,False,False,Yanlış Pozitif
K00254.01,2.455240626,1.72722,36911.9,10.6,3793.0,0.568,730.0,1341.6,False,True,Gerçek Gezegen
K02643.01,9.08233411,2.008,296.9,1.35,5354.0,0.788,734.0,15.8,False,True,Gerçek Gezegen
K02644.01,0.790539912,1.0567,277.3,1.24,4791.0,0.767,1502.0,31.5,False,False,Yanlış Pozitif
K02645.01,1.705782214,1.007,278.0,1.82,5387.0,1.009,1455.0,11.5,False,False,Yanlış Pozitif
K02646.01,0.532086296,4.023,495.8,16.99,5271.0,0.698,1790.0,85.2,False,False,Yanlış Pozitif
K02417.01,47.7052566,5.959,1161.5,2.89,4551.0,0.672,347.0,22.8,False,True,Gerçek Gezegen
K00244.02,6.238535444,3.5255,401.6,2.53,6267.0,1.258,1185.0,274.5,False,True,Gerçek Gezegen
K02418.01,86.829519,7.464,751.0,1.68,3576.0,0.463,196.0,15.1,False,True,Gerçek Gezegen
K02419.01,9.95667035,3.534,586.8,3.41,6165.0,1.115,946.0,16.8,False,True,Gerçek Gezegen
K02420.01,10.41728722,4.125,210.4,1.64,5557.0,1.151,870.0,20.3,False,True,Gerçek Gezegen
K02492.01,0.984941669,1.9724,81.4,1.49,5825.0,1.662,2335.0,22.9,False,True,Gerçek Gezegen
K02493.01,0.663085361,1.1522,322.7,1.6,5172.0,0.767,1681.0,35.3,False,True,Gerçek Gezegen
K02494.01,19.1187425,6.805,217.5,2.33,5862.0,1.463,823.0,20.5,False,True,Gerçek Gezegen
K02495.01,1.08749101,1.6192,126.4,4.91,5988.0,3.204,3081.0,33.5,False,False,Yanlış Pozitif
K02496.01,1.183818383,1.393,84.3,0.91,6014.0,0.992,1775.0,12.7,False,False,Yanlış Pozitif
K02567.01,4.98845099,7.453,193.9,1.33,5695.0,0.961,1055.0,23.3,False,False,Yanlış Pozitif
K00250.03,3.543919702,1.8717,507.0,1.21,3879.0,0.537,652.0,38.2,False,True,Gerçek Gezegen
K02647.01,8.83929462,1.719,316.2,1.94,5330.0,0.87,778.0,14.8,False,True,Gerçek Gezegen
K02648.01,0.631795416,1.0703,145.2,1.88,6414.0,1.519,2797.0,24.7,False,False,Yanlış Pozitif
K02649.01,7.56126152,2.851,180.6,1.2,5853.0,0.895,891.0,15.7,False,True,Gerçek Gezegen
K02650.01,34.9897847,4.208,498.5,1.14,3765.0,0.521,292.0,11.5,True,True,Gerçek Gezegen
K02650.02,7.05429483,1.716,359.3,1.0,3765.0,0.521,497.0,11.2,False,True,Gerçek Gezegen
K02422.01,26.7838935,4.584,365.3,1.59,5242.0,0.856,523.0,20.9,False,True,Gerçek Gezegen
K02423.01,45.126216,6.656,373.1,2.32,6499.0,1.169,604.0,17.1,False,True,Gerçek Gezegen
K02424.01,11.94019101,2.866,631.7,1.86,5073.0,0.748,625.0,15.6,False,True,Gerçek Gezegen
K02425.01,3.51295674,3.06,83.1,1.1,6453.0,1.17,1434.0,22.5,False,False,Yanlış Pozitif
K02497.01,48.4313003,4.03,886.4,2.78,4891.0,0.805,396.0,17.3,False,True,Gerçek Gezegen
K00248.01,7.203855862,2.5418,1765.9,2.25,3834.0,0.539,509.0,101.1,False,True,Gerçek Gezegen
K02498.01,6.73808701,2.591,92.9,0.73,5168.0,0.769,786.0,14.4,False,True,Gerçek Gezegen
K02499.01,7.57571414,2.357,418.5,2.45,6418.0,1.171,1075.0,12.8,False,False,Yanlış Pozitif
K02501.01,4.76887671,1.672,115.8,2.11,6063.0,1.855,1532.0,20.0,False,False,Yanlış Pozitif
K02573.01,1.347512632,1.9817,2651.8,23.45,5316.0,0.685,1346.0,88.7,False,False,Yanlış Pozitif
K02574.01,0.512581697,1.5789,259.1,1.32,5547.0,0.82,2009.0,45.2,False,False,Yanlış Pozitif
K02576.01,12.07760884,2.233,151.0,1.03,5370.0,0.845,708.0,14.0,False,False,Yanlış Pozitif
K02651.01,6.38315744,1.7075,1112.6,2.35,5262.0,0.714,787.0,23.8,False,False,Yanlış Pozitif
K00255.01,27.52194772,4.047,2312.8,2.47,3780.0,0.511,314.0,106.5,True,True,Gerçek Gezegen
K02652.01,16.1289679,6.271,389.0,2.94,5392.0,1.087,715.0,21.3,False,True,Gerçek Gezegen
K02654.01,13.5631157,5.438,336.4,1.75,5853.0,0.895,733.0,15.4,False,True,Gerçek Gezegen
K02655.01,16.2959916,2.116,369.6,1.83,5495.0,0.961,678.0,15.7,False,True,Gerçek Gezegen
K02426.01,4.16056658,2.61,75.8,0.7,5481.0,0.815,985.0,16.3,False,True,Gerçek Gezegen
K02427.01,2.93101771,2.231,199.1,1.15,5485.0,0.788,1134.0,15.0,False,False,Yanlış Pozitif
K00245.01,39.79220077,4.466,610.4,1.9,5437.0,0.781,458.0,179.5,False,True,Gerçek Gezegen
K02428.01,16.2276756,3.699,525.8,2.11,5328.0,0.883,648.0,20.5,False,False,Yanlış Pozitif
K02429.01,1.595630597,1.793,259.6,17.94,5632.0,0.729,1346.0,18.3,False,False,Yanlış Pozitif
K02503.01,14.8200596,3.902,184.9,0.96,4825.0,0.732,552.0,21.9,False,True,Gerçek Gezegen
K02504.01,20.49041,4.369,661.8,2.34,5681.0,0.923,625.0,23.3,False,True,Gerçek Gezegen
K02505.01,0.962827066,4.48,86.3,29.27,6534.0,3.028,3399.0,28.7,False,False,Yanlış Pozitif
K02506.01,8.679037,2.864,301.6,1.79,6117.0,1.027,949.0,19.9,False,True,Gerçek Gezegen
K02507.01,11.1296971,2.942,371.0,1.93,6122.0,0.964,843.0,14.7,False,True,Gerçek Gezegen
K02579.01,2.7296036,2.721,145.6,1.53,5887.0,1.235,1455.0,18.4,False,True,Gerçek Gezegen
K02580.01,3.11604194,1.7763,345.2,1.59,5591.0,0.86,1123.0,18.8,False,True,Gerçek Gezegen
K00250.04,46.82767725,1.9033,1537.7,2.13,3879.0,0.537,276.0,32.4,True,True,Gerçek Gezegen
K02581.01,12.7372371,3.358,100.8,0.87,5420.0,0.868,697.0,12.9,False,True,Gerçek Gezegen
K02582.01,40.0306267,4.815,214.5,2.01,5855.0,1.373,617.0,19.5,False,True,Gerçek Gezegen
K02668.01,0.679336747,1.2188,240.7,1.4,5440.0,0.913,1883.0,36.7,False,True,Gerçek Gezegen
K02669.01,213.6103207,10.7643,110990.0,46.07,5931.0,0.845,291.0,534.5,False,False,Yanlış Pozitif
K02670.01,170.8658492,16.9895,29840.8,24.4,5989.0,1.324,387.0,897.0,False,False,Yanlış Pozitif
K02671.02,17.5509742,4.064,3859.0,5.97,5780.0,1.0,700.0,9.7,False,False,Yanlış Pozitif
K02672.01,88.5122014,6.8214,2518.7,4.7,5593.0,0.945,390.0,63.1,False,True,Gerçek Gezegen
K02430.01,10.21507506,3.395,258.6,1.5,5406.0,0.95,780.0,17.4,False,False,Yanlış Pozitif
K02431.01,8.3806973,3.028,650.8,1.91,5062.0,0.735,701.0,4.6,False,False,Yanlış Pozitif
K02432.01,31.0572947,3.401,636.6,1.85,5395.0,0.734,480.0,15.8,False,True,Gerçek Gezegen
K02433.01,15.1622287,7.332,479.8,3.12,6325.0,1.112,829.0,28.5,False,True,Gerçek Gezegen
K02433.02,10.04378351,5.548,437.9,2.94,6325.0,1.112,951.0,28.8,False,True,Gerçek Gezegen
K02509.01,4.5513988,2.457,188.7,1.13,5009.0,0.84,907.0,19.4,False,True,Gerçek Gezegen
K00248.02,10.91274065,2.1801,1387.2,2.13,3834.0,0.539,443.0,57.4,False,True,Gerçek Gezegen
K02510.01,12.2141545,10.262,535.8,18.13,5435.0,0.824,683.0,24.7,False,False,Yanlış Pozitif
K02511.01,3.732261,2.054,153.6,1.09,5762.0,0.867,1119.0,15.7,False,False,Yanlış Pozitif
K02583.01,3.03267135,1.774,42.4,0.6,5640.0,0.921,1187.0,15.6,False,True,Gerçek Gezegen
K02585.01,5.34182466,3.577,70.5,0.95,5767.0,1.135,1125.0,19.2,False,True,Gerçek Gezegen
K02586.01,2.131945045,1.8061,269.4,1.66,5845.0,1.013,1418.0,22.9,False,True,Gerçek Gezegen
K02587.01,12.9462567,9.568,168.7,1.13,6058.0,0.867,764.0,15.7,False,True,Gerçek Gezegen
K02588.01,5.77957133,2.5213,396.6,1.5,4102.0,0.581,598.0,18.9,False,True,Gerçek Gezegen
K02658.01,11.6601667,5.882,181.0,2.08,5791.0,1.083,834.0,20.4,False,True,Gerçek Gezegen
K02659.01,89.465468,9.88,67.9,2.57,5192.0,2.46,549.0,5.7,False,False,Yanlış Pozitif
K02660.01,18.0161227,4.016,499.5,2.39,6245.0,1.065,768.0,16.7,False,True,Gerçek Gezegen
K02434.01,40.8777605,9.745,719.1,29.55,5930.0,0.937,526.0,23.6,False,False,Yanlış Pozitif
K02435.01,6.80243431,3.817,249.1,2.6,5836.0,0.816,895.0,14.9,False,False,Yanlış Pozitif
K02436.01,84.5733346,5.762,891.6,2.59,5418.0,0.888,366.0,20.4,False,True,Gerçek Gezegen
K00245.02,21.30181863,3.8763,87.3,0.72,5437.0,0.781,564.0,32.4,False,True,Gerçek Gezegen
K02437.01,4.14789051,3.829,137.6,1.93,6150.0,1.417,1389.0,16.4,False,True,Gerçek Gezegen
K02513.01,19.0054098,1.843,542.4,28.47,6347.0,1.036,758.0,20.2,False,True,Gerçek Gezegen
K02514.01,1.96433113,2.381,139.1,1.33,6306.0,1.121,1638.0,14.2,False,False,Yanlış Pozitif
K02517.01,0.968527683,1.3672,114.6,1.21,5580.0,0.886,1677.0,16.9,False,True,Gerçek Gezegen
K02589.01,0.664074145,1.0925,212.6,1.19,5178.0,0.797,1703.0,20.9,False,True,Gerçek Gezegen
K02590.01,11.7489907,4.043,36.7,1.01,6440.0,1.655,1114.0,12.5,False,False,Yanlış Pozitif
K00004.01,3.849371737,2.632,1298.6,12.94,6244.0,2.992,2034.0,132.7,False,True,Gerçek Gezegen
K00033.01,0.366197145,1.2335,275.3,51.34,4448.0,31.5,9983.0,16.7,False,False,Yanlış Pozitif
K00251.01,4.164384505,1.8464,2338.0,2.54,3808.0,0.508,590.0,132.1,False,True,Gerçek Gezegen
K02662.01,2.10433534,1.1168,242.1,0.79,3605.0,0.433,662.0,20.7,False,True,Gerçek Gezegen
K02664.01,28.8431751,3.171,756.7,2.66,5151.0,0.785,491.0,15.0,False,True,Gerçek Gezegen
K00256.01,1.378649746,1.2232,22462.0,6.51,3440.0,0.439,734.0,172.2,False,False,Yanlış Pozitif
K02665.01,1.112207126,1.35,54.7,0.73,6046.0,0.972,1797.0,13.0,False,False,Yanlış Pozitif
K02667.01,1.303576682,1.021,245.5,1.51,6045.0,0.955,1694.0,22.1,False,False,Yanlış Pozitif
K02438.01,1.958577398,2.388,453.0,1.8,5402.0,0.816,1252.0,24.5,False,False,Yanlış Pozitif
K02439.01,5.19103699,4.222,290.1,1.92,6321.0,1.125,1183.0,25.2,False,True,Gerçek Gezegen
K02440.01,4.86638504,2.296,143.8,1.32,5688.0,1.111,1121.0,17.1,False,True,Gerçek Gezegen
K02441.01,4.79176993,4.52,116.6,0.81,5138.0,0.756,883.0,23.0,False,False,Yanlış Pozitif
K02442.01,25.1933989,4.62,481.2,1.95,5009.0,0.84,513.0,18.0,False,True,Gerçek Gezegen
K02518.01,0.759762021,4.912,227.0,24.2,6386.0,1.123,2280.0,65.3,False,False,Yanlış Pozitif
K02520.01,6.49441464,2.344,357.3,1.75,4769.0,0.742,732.0,17.7,False,True,Gerçek Gezegen
K00248.03,2.576571021,1.5997,852.8,1.57,3834.0,0.539,717.0,63.6,False,True,Gerçek Gezegen
K02521.01,28.4750006,4.718,763.8,2.64,4996.0,0.831,489.0,21.4,False,True,Gerçek Gezegen
K02593.01,14.7966306,5.613,56.1,0.98,6175.0,1.307,874.0,22.4,False,True,Gerçek Gezegen
K02594.01,11.25401871,4.759,433.4,2.42,5995.0,1.118,888.0,17.0,False,True,Gerçek Gezegen
K02595.01,9.18244299,4.318,87.6,1.24,6194.0,1.314,1052.0,20.3,False,True,Gerçek Gezegen
K02595.02,14.6134781,5.266,72.8,1.12,6194.0,1.314,901.0,15.2,False,True,Gerçek Gezegen
K02596.01,119.682075,31.28,1704.1,30.39,5778.0,0.911,351.0,38.1,False,False,Yanlış Pozitif
K02672.02,42.9923284,4.726,1120.1,3.32,5593.0,0.945,496.0,34.1,False,True,Gerçek Gezegen
K00257.01,6.88341278,2.0674,487.4,2.63,6139.0,1.193,1080.0,35.4,False,True,Gerçek Gezegen
K02673.01,4.593595496,2.7468,45034.0,44.14,5717.0,0.884,1022.0,92.0,False,False,Yanlış Pozitif
K02674.01,197.5111484,11.106,2575.6,9.52,5616.0,1.674,391.0,175.2,False,True,Gerçek Gezegen
K02674.02,11.1726723,6.106,76.8,1.5,5616.0,1.674,1019.0,17.0,False,True,Gerçek Gezegen
K02674.03,2.53573284,3.989,68.0,1.36,5616.0,1.674,1671.0,25.5,False,True,Gerçek Gezegen
K02443.01,6.79164656,3.343,102.6,1.01,5772.0,1.003,994.0,18.5,False,True,Gerçek Gezegen
K02443.02,11.8376933,3.381,92.9,1.0,5772.0,1.003,826.0,12.7,False,True,Gerçek Gezegen
K02444.01,18.5525162,4.385,771.5,2.53,5569.0,0.829,612.0,17.2,False,True,Gerçek Gezegen
K00245.03,13.3669309,3.733,12.2,0.27,5417.0,0.772,656.0,7.4,False,True,Gerçek Gezegen
K02447.01,1.045492348,2.933,28.7,0.83,6057.0,1.457,2291.0,21.7,False,False,Yanlış Pozitif
K02521.02,4.86634094,1.885,366.7,1.94,4996.0,0.831,881.0,15.2,False,True,Gerçek Gezegen
K02522.01,5.60402307,1.0273,224.9,1.25,4847.0,0.737,774.0,20.6,False,True,Gerçek Gezegen
K02523.01,13.0313583,4.521,573.3,2.88,5514.0,1.071,774.0,18.9,False,True,Gerçek Gezegen
K02524.01,40.9905002,7.336,297.3,2.41,5842.0,1.41,627.0,15.4,False,True,Gerçek Gezegen
K02525.01,57.2932309,4.878,773.6,1.95,4806.0,0.729,355.0,15.7,False,True,Gerçek Gezegen
K02597.01,8.00504749,3.32,187.5,1.52,6398.0,1.101,1035.0,15.6,False,True,Gerçek Gezegen
K02597.02,12.13070414,3.843,211.2,1.61,6398.0,1.101,901.0,15.3,False,True,Gerçek Gezegen
K02597.03,5.61357653,2.905,162.3,1.41,6398.0,1.101,1165.0,15.2,False,True,Gerçek Gezegen
K02600.01,1.33255087,3.565,123.3,1.19,5774.0,1.054,1728.0,14.0,False,False,Yanlış Pozitif
K02375.01,40.8792243,7.005,413.6,1.62,5383.0,0.72,437.0,23.4,False,False,Yanlış Pozitif
K02376.01,18.8262877,2.344,795.8,2.34,5215.0,0.845,591.0,19.9,False,True,Gerçek Gezegen
K00241.03,3.41045981,2.866,136.2,1.06,4983.0,0.651,892.0,22.5,False,True,Gerçek Gezegen
K02378.01,4.76702759,2.013,163.4,1.19,5629.0,0.937,1046.0,14.3,False,True,Gerçek Gezegen
K02448.01,13.62801048,3.5374,912.8,3.28,5052.0,0.855,639.0,26.7,False,True,Gerçek Gezegen
K02450.01,16.83203175,4.031,326.0,1.86,5518.0,1.008,690.0,21.6,False,True,Gerçek Gezegen
K02451.01,13.37499553,1.639,458.1,2.01,5263.0,0.961,703.0,16.9,False,False,Yanlış Pozitif
K02452.01,4.35370136,1.913,168.9,1.33,5992.0,0.985,1179.0,12.2,False,False,Yanlış Pozitif
K02526.01,134.96694,18.43,68.4,0.87,6154.0,1.053,385.0,6.9,False,False,Yanlış Pozitif
K02527.01,1.385787741,1.6449,85.4,0.55,4239.0,0.6,1008.0,19.1,False,True,Gerçek Gezegen
K02528.01,12.02295362,1.2667,778.6,3.28,5982.0,0.879,776.0,20.1,False,True,Gerçek Gezegen
K02529.01,16.79716262,3.83,1023.8,2.75,4652.0,0.697,503.0,21.2,False,True,Gerçek Gezegen
K00248.04,18.59611518,2.3052,813.8,1.53,3834.0,0.539,371.0,27.6,False,True,Gerçek Gezegen
K00251.02,5.77440326,1.768,245.3,0.8,3808.0,0.508,529.0,11.8,False,True,Gerçek Gezegen
K02601.01,2.622134451,4.735,128.2,1.64,5864.0,1.369,1548.0,42.9,False,False,Yanlış Pozitif
K02602.01,11.47685263,2.756,240.6,1.58,5550.0,1.032,796.0,16.5,False,True,Gerçek Gezegen
K02379.01,40.0088894,3.616,582.3,20.75,6237.0,1.023,585.0,20.2,False,False,Yanlış Pozitif
K02381.01,6.58738839,4.758,258.5,1.35,5616.0,0.822,871.0,15.7,False,False,Yanlış Pozitif
K02382.01,0.759706632,1.0896,39.7,1.38,8621.0,2.094,3834.0,21.6,False,False,Yanlış Pozitif
K02383.01,4.37033233,2.845,177.8,1.56,5657.0,1.182,1191.0,17.7,False,True,Gerçek Gezegen
K02454.01,1.08070294,3.363,145.6,1.04,5482.0,0.813,1565.0,17.6,False,False,Yanlış Pozitif
K02455.01,4.74254518,1.023,305.7,1.77,6046.0,1.007,1118.0,13.2,False,False,Yanlış Pozitif
K02456.01,18.13559979,2.019,452.7,24.49,6184.0,1.038,744.0,16.4,False,False,Yanlış Pozitif
K02457.01,3.70429015,3.37,55.7,1.45,6732.0,1.927,1839.0,15.9,False,True,Gerçek Gezegen
K02530.01,37.3331165,7.643,187.8,2.5,5623.0,1.588,657.0,22.5,False,True,Gerçek Gezegen
K02532.01,7.9709719,1.2893,488.4,2.27,5237.0,0.826,760.0,17.3,False,True,Gerçek Gezegen
K02533.01,6.03355539,10.049,89.5,3.34,4924.0,3.588,1598.0,26.1,False,True,Gerçek Gezegen
K02534.01,3.02558494,3.0008,128.3,1.62,6123.0,1.263,1484.0,23.8,False,True,Gerçek Gezegen
K02605.01,0.933746783,4.255,417.5,1.3,4643.0,0.663,1309.0,62.8,False,False,Yanlış Pozitif
K02606.01,6.09740316,4.635,568.5,45.49,8828.0,1.828,1826.0,14.0,False,False,Yanlış Pozitif
K02608.01,2.7612237,3.681,66.8,1.84,6381.0,2.232,2017.0,14.2,False,True,Gerçek Gezegen
K02609.01,5.59727625,1.659,200.8,1.26,5796.0,0.876,975.0,15.3,False,False,Yanlış Pozitif
K02385.01,50.5715805,3.726,1282.6,2.74,5262.0,0.783,406.0,19.9,False,False,Yanlış Pozitif
K02387.01,2.032319072,1.6762,315.5,1.87,6156.0,1.05,1542.0,24.5,False,True,Gerçek Gezegen
K00028.01,4.100870416,8.15361,123521.0,82.46,5923.0,1.51,1413.0,2619.2,False,False,Yanlış Pozitif
K02458.01,4.35407371,2.427,277.1,1.63,5455.0,0.909,1043.0,19.0,False,True,Gerçek Gezegen
K02460.01,11.32269749,3.517,311.0,1.51,4563.0,0.642,554.0,16.0,False,True,Gerçek Gezegen
K02461.01,13.71218522,2.437,786.7,2.47,5550.0,0.831,676.0,22.6,False,True,Gerçek Gezegen
K02462.01,12.14684625,6.197,70.7,1.75,5877.0,1.963,1097.0,27.1,False,True,Gerçek Gezegen
K02463.01,7.46718958,3.633,75.7,1.04,6161.0,1.169,1035.0,18.8,False,True,Gerçek Gezegen
K02535.01,48.8882668,6.468,462.8,2.96,4821.0,0.788,386.0,13.5,False,True,Gerçek Gezegen
K02536.01,51.1319346,6.019,382.3,2.43,6071.0,1.107,542.0,19.6,False,True,Gerçek Gezegen
K02537.01,133.516435,2.196,510.0,2.01,5989.0,0.848,344.0,6.5,False,False,Yanlış Pozitif
K02538.01,39.8312536,2.442,388.8,1.46,5026.0,0.759,420.0,15.8,False,True,Gerçek Gezegen
K00249.01,9.549277089,1.5832,1826.9,1.57,3547.0,0.369,374.0,112.2,False,True,Gerçek Gezegen
K00252.01,17.60461401,3.716,2292.1,2.64,3744.0,0.516,362.0,80.1,False,True,Gerçek Gezegen
K02611.01,1.228721184,1.041,465.6,1.62,4897.0,0.764,1324.0,26.4,False,False,Yanlış Pozitif
K02615.01,4.69505576,3.058,240.0,1.49,5999.0,0.959,1098.0,15.9,False,True,Gerçek Gezegen
K02616.01,0.569115976,2.028,796.9,1.8,4788.0,0.656,1589.0,59.8,False,False,Yanlış Pozitif
K00242.01,7.258450123,5.7297,3714.7,5.53,5638.0,0.92,880.0,288.6,False,False,Yanlış Pozitif
K02388.01,6.0959841,10.39,112.7,0.99,5826.0,0.885,988.0,29.2,False,False,Yanlış Pozitif
K02389.01,22.9221181,8.2,140.3,1.33,5897.0,1.081,684.0,24.0,False,True,Gerçek Gezegen
K02390.01,16.10474503,5.712,124.1,3.21,5822.0,2.886,1159.0,25.4,False,True,Gerçek Gezegen
K02392.01,7.42697378,3.206,205.2,1.4,5573.0,0.982,899.0,15.4,False,True,Gerçek Gezegen
K02464.01,0.874629873,1.782,68.1,0.72,5099.0,0.832,1597.0,19.2,False,False,Yanlış Pozitif
K02465.01,5.46091846,1.781,172.0,1.25,6319.0,0.93,1106.0,21.2,False,False,Yanlış Pozitif
K02466.01,3.17323012,1.9094,204.5,0.88,4500.0,0.633,830.0,21.4,False,True,Gerçek Gezegen
K02466.02,13.2970695,3.283,219.7,0.91,4500.0,0.633,515.0,14.9,False,True,Gerçek Gezegen
K00246.01,5.398752862,3.4303,346.5,2.21,5790.0,1.198,1140.0,289.6,False,True,Gerçek Gezegen
K02539.01,5.26648126,1.964,97.8,1.07,6204.0,1.065,1155.0,16.0,False,False,Yanlış Pozitif
K02540.01,2.67596808,2.021,420.6,1.57,4732.0,0.795,998.0,17.5,False,False,Yanlış Pozitif
K02541.01,7.41683033,7.274,72.6,3.36,4938.0,3.324,1425.0,20.6,False,True,Gerçek Gezegen
K02542.01,0.727331746,0.8323,357.4,0.67,3460.0,0.356,849.0,20.4,False,True,Gerçek Gezegen
K02543.01,1.302017467,1.3692,290.5,1.37,4948.0,0.816,1344.0,21.4,False,True,Gerçek Gezegen
K02617.01,8.63050092,3.144,325.8,1.43,5352.0,0.764,739.0,14.9,False,True,Gerçek Gezegen
K02618.01,12.49117388,2.848,189.9,1.36,5753.0,0.911,763.0,17.0,False,False,Yanlış Pozitif
K02619.01,3.27645723,2.219,323.0,1.71,5812.0,0.963,1195.0,17.9,False,True,Gerçek Gezegen
K02620.01,16.0573291,3.546,575.0,2.27,5644.0,0.806,645.0,17.5,False,True,Gerçek Gezegen
K02621.01,8.44326557,3.353,359.5,1.97,6081.0,1.023,934.0,19.0,False,False,Yanlış Pozitif
K02393.01,4.60300256,2.6848,302.5,1.32,4821.0,0.788,848.0,22.2,False,True,Gerçek Gezegen
K02395.01,16.9329284,1.218,488.3,2.46,6310.0,1.095,793.0,20.4,False,False,Yanlış Pozitif
K02397.01,12.00089667,3.266,420.7,1.47,5195.0,0.69,632.0,20.0,False,True,Gerçek Gezegen
K02398.01,1.169010526,1.1717,165.9,91.91,5944.0,5.847,3766.0,37.1,False,False,Yanlış Pozitif
K02399.01,1.916940872,1.4243,105.1,0.89,5083.0,0.872,1246.0,17.7,False,True,Gerçek Gezegen
K02467.01,5.05661302,3.926,137.9,1.15,5926.0,0.939,1049.0,17.6,False,True,Gerçek Gezegen
K02468.01,24.3344939,6.557,323.1,1.74,6091.0,0.967,647.0,18.1,False,True,Gerçek Gezegen
K02469.01,131.187921,6.905,915.9,2.34,4898.0,0.803,284.0,23.9,True,True,Gerçek Gezegen
K02470.01,2.17489806,4.599,74.8,1.08,5749.0,1.15,1496.0,29.3,False,False,Yanlış Pozitif
K02471.01,25.8859397,4.548,217.1,1.66,5190.0,0.899,542.0,16.1,False,True,Gerçek Gezegen
K02544.01,28.6253502,4.551,652.7,2.38,5774.0,0.941,573.0,18.3,False,True,Gerçek Gezegen
K02545.01,6.98141327,6.527,38.0,1.42,6054.0,2.163,1384.0,20.9,False,True,Gerçek Gezegen
K02546.01,1.319677953,1.978,100.7,1.13,6306.0,1.076,1843.0,17.4,False,False,Yanlış Pozitif
K02547.01,8.94337724,2.469,215.1,1.48,6074.0,1.005,946.0,18.4,False,True,Gerçek Gezegen
K00250.01,12.282998287,2.7096,2794.7,2.83,3879.0,0.537,431.0,137.2,False,True,Gerçek Gezegen
K02622.01,0.328686504,0.8592,171.9,1.11,5430.0,0.847,2324.0,26.8,False,False,Yanlış Pozitif
K00253.01,6.383159135,1.7504,2313.2,2.73,3757.0,0.576,530.0,64.4,False,True,Gerçek Gezegen
K02623.01,5.57654782,3.673,53.6,0.92,6187.0,1.238,1183.0,13.2,False,True,Gerçek Gezegen
K02624.01,115.6863392,4.65,945.9,3.52,5800.0,1.149,401.0,20.7,False,True,Gerçek Gezegen
K02625.01,3.81371423,1.973,281.0,1.37,5547.0,0.82,1029.0,11.4,False,True,Gerçek Gezegen
K02626.01,38.0970717,4.307,913.3,1.58,3554.0,0.398,242.0,17.0,True,True,Gerçek Gezegen
K00243.01,2.637574744,5.4573,5423.5,9.16,6108.0,1.03,1385.0,222.8,False,False,Yanlış Pozitif
K02402.01,16.3012727,3.974,259.5,1.54,4873.0,0.796,557.0,19.7,False,True,Gerçek Gezegen
K02403.01,13.32354078,3.873,116.6,1.32,6113.0,1.218,872.0,16.3,False,True,Gerçek Gezegen
K02472.01,2.607545159,1.3916,351.5,2.07,6147.0,1.096,1431.0,23.0,False,True,Gerçek Gezegen
K02473.01,3.24417541,1.992,371.9,1.84,5094.0,0.87,1047.0,18.0,False,True,Gerçek Gezegen
K02475.01,6.85567248,2.268,197.7,1.27,5734.0,0.883,897.0,17.2,False,False,Yanlış Pozitif
K02476.01,2.28607282,7.82,261.8,1.01,4583.0,0.654,942.0,35.9,False,False,Yanlış Pozitif
K00246.02,9.60505976,3.0063,55.0,0.91,5790.0,1.198,941.0,32.2,False,True,Gerçek Gezegen
K02549.01,3.54789928,2.861,185.3,0.99,5399.0,0.725,987.0,13.6,False,False,Yanlış Pozitif
K02552.01,3.65690909,2.064,107.4,1.32,6078.0,1.271,1368.0,12.8,False,True,Gerçek Gezegen
K02553.01,88.0712769,6.758,885.4,2.4,4939.0,0.819,330.0,18.1,False,True,Gerçek Gezegen
K02627.01,8.38395796,5.2,108.5,3.24,5405.0,2.605,1285.0,14.1,False,True,Gerçek Gezegen
K02628.01,1.68189051,2.992,83.2,1.27,5827.0,1.374,1790.0,17.4,False,True,Gerçek Gezegen
K02629.01,8.59000355,6.68,298.1,1.82,5817.0,0.876,843.0,18.9,False,False,Yanlış Pozitif
K02631.01,44.9977604,9.686,170.2,1.59,5871.0,0.983,508.0,21.4,False,True,Gerçek Gezegen
K02632.01,7.12815163,5.522,45.9,1.36,6311.0,1.994,1373.0,22.0,False,True,Gerçek Gezegen
K02405.01,0.872952088,1.4499,137.3,25.5,7102.0,2.082,3165.0,41.6,False,False,Yanlış Pozitif
K02406.01,7.01074295,2.1787,222.8,3.76,5814.0,2.476,1453.0,21.3,False,True,Gerçek Gezegen
K02407.01,17.2922631,7.042,203.1,2.13,5936.0,1.299,809.0,23.7,False,True,Gerçek Gezegen
K02408.01,94.289223,4.102,505.4,2.11,5632.0,0.904,369.0,22.5,False,True,Gerçek Gezegen
K02477.01,14.02634692,1.2808,403.6,2.66,5970.0,1.131,822.0,19.3,False,True,Gerçek Gezegen
